care,minimum_admissions,territory,indicator,outcome,n,status,pearson_r,pearson_p,pearson_ci_low,pearson_ci_high,spearman_rho,spearman_p,blocks,bootstrap_repetitions,bootstrap_seed,bootstrap_valid,block_status,block_ci_low,block_ci_high,pearson_q_bh,spearman_q_bh
any_uf,1,AL,sewer_septic,hemorrhage,102,ok,0.20473206332034138,0.03900565424241106,0.010682492507779343,0.38392104885768014,0.2544547693762519,0.009856518326078118,13,2000,20260919,2000,ok,0.02344841718452863,0.47482883463298176,0.1097034025567811,0.03922282426245203
any_uf,1,AL,sewer_septic,W,102,ok,0.3256359874257418,0.0008385484114112381,0.14002884045651387,0.4891349348916728,0.39125026151958425,4.7815533540155763e-05,13,2000,20260919,2000,ok,0.1464135482133708,0.503568959758981,0.007546935702701143,0.0005379247523267524
any_uf,1,BA,income_pc,hypertension,417,ok,0.17027113949933745,0.0004791820384808249,0.07547510450185958,0.26201699787743743,0.18824220798101923,0.00011013654407737399,32,2000,20260919,2000,ok,0.052931947957419886,0.2912101544007012,0.006557996238306773,0.00110136544077374
any_uf,1,BA,income_pc,hemorrhage,417,ok,0.02598421091410108,0.5967297105450919,-0.07022115025297906,0.12171065090935661,0.01021176967761862,0.8352994716408013,32,2000,20260919,2000,ok,-0.051011946620014355,0.10790707892617392,0.6974762850527049,0.9026223509687302
any_uf,1,BA,income_pc,W,417,ok,0.13823894153849253,0.004683466503152658,0.042776665648199506,0.23119987948168108,0.1380189490349356,0.004750375610765674,32,2000,20260919,2000,ok,0.018547053510791014,0.2499872247358691,0.031354006532454945,0.022501779208890033
any_uf,1,BA,illiteracy_10plus,hypertension,417,ok,-0.18322350719321792,0.0001684286087471353,-0.2744251431367644,-0.08875500911079315,-0.16559872506029624,0.0006864380507083538,32,2000,20260919,2000,ok,-0.30592393415513847,-0.0568363526729901,0.0030317149574484357,0.004752263427980911
any_uf,1,BA,illiteracy_10plus,hemorrhage,417,ok,-0.006241179864203325,0.8988872361161707,-0.1022100617628403,0.08984280726598695,-0.04386792025074492,0.3715629731841417,32,2000,20260919,2000,ok,-0.0844024221067131,0.06938394871980058,0.956480317039466,0.5359363457573624
any_uf,1,BA,illiteracy_10plus,W,417,ok,-0.1467347186699818,0.0026672918986627163,-0.23939160282551306,-0.051429265552793015,-0.1436537557764284,0.003282652317644602,32,2000,20260919,2000,ok,-0.2564417342758326,-0.03500962515667354,0.02182329735269495,0.01641326158822301
any_uf,1,BA,sewer_septic,hypertension,417,ok,0.16773843633747323,0.000582932998960602,0.07288227951508487,0.25958716107904484,0.18498746274463185,0.00014525183530809005,32,2000,20260919,2000,ok,0.02235445754528112,0.34180150727796504,0.006557996238306773,0.0013072665177728104
any_uf,1,BA,sewer_septic,hemorrhage,417,ok,-0.01669105291714617,0.7339758906323282,-0.11254080815827655,0.07946646005226297,-0.03497053301978326,0.47634542356886195,32,2000,20260919,2000,ok,-0.14123119427913178,0.13700842129132706,0.8155287673692535,0.6070791190576584
any_uf,1,BA,sewer_septic,W,417,ok,0.10287255605068933,0.03573011656838096,0.006910685165466121,0.19695698500160905,0.11192194160326323,0.022263833116697915,32,2000,20260919,2000,ok,-0.026205775821953728,0.26034162895132296,0.10373259648884794,0.07236910262557518
