territory,year,diagnosis,outcome,cases,percent_of_outcome
CE,2010,O11,hypertension,5,0.12400793650793651
CE,2010,O140,hypertension,240,5.9523809523809526
CE,2010,O141,hypertension,3195,79.24107142857143
CE,2010,O149,hypertension,421,10.441468253968255
CE,2010,O150,hypertension,91,2.2569444444444446
CE,2010,O151,hypertension,52,1.2896825396825398
CE,2010,O152,hypertension,10,0.24801587301587302
CE,2010,O159,hypertension,18,0.44642857142857145
CE,2011,O030,W,22,0.4856512141280353
CE,2011,O031,W,42,0.9271523178807947
CE,2011,O035,W,2,0.04415011037527594
CE,2011,O036,W,6,0.13245033112582782
CE,2011,O040,W,1,0.02207505518763797
CE,2011,O041,W,5,0.11037527593818984
CE,2011,O046,W,1,0.02207505518763797
CE,2011,O050,W,4,0.08830022075055188
CE,2011,O051,W,2,0.04415011037527594
CE,2011,O055,W,2,0.04415011037527594
CE,2011,O060,W,28,0.6181015452538632
CE,2011,O061,W,17,0.37527593818984545
CE,2011,O065,W,3,0.06622516556291391
CE,2011,O066,W,2,0.04415011037527594
CE,2011,O081,W,1,0.02207505518763797
CE,2011,O083,W,1,0.02207505518763797
CE,2011,O11,W,2,0.04415011037527594
CE,2011,O140,W,262,5.783664459161148
CE,2011,O141,W,2624,57.92494481236203
CE,2011,O149,W,441,9.735099337748345
CE,2011,O150,W,83,1.8322295805739515
CE,2011,O151,W,75,1.6556291390728477
CE,2011,O152,W,11,0.24282560706401765
CE,2011,O159,W,6,0.13245033112582782
CE,2011,O411,W,1,0.02207505518763797
CE,2011,O441,W,113,2.4944812362030904
CE,2011,O450,W,13,0.2869757174392936
CE,2011,O458,W,39,0.8609271523178808
CE,2011,O459,W,194,4.282560706401766
CE,2011,O469,W,4,0.08830022075055188
CE,2011,O694,W,1,0.02207505518763797
CE,2011,O710,W,6,0.13245033112582782
CE,2011,O711,W,2,0.04415011037527594
CE,2011,O720,W,3,0.06622516556291391
CE,2011,O721,W,21,0.46357615894039733
CE,2011,O722,W,11,0.24282560706401765
CE,2011,O85,W,189,4.172185430463577
CE,2011,O860,W,223,4.922737306843267
CE,2011,O868,W,52,1.1479028697571745
CE,2011,O900,W,15,0.33112582781456956
CE,2011,O031,hemorrhage,42,8.842105263157896
CE,2011,O036,hemorrhage,6,1.263157894736842
CE,2011,O041,hemorrhage,5,1.0526315789473684
CE,2011,O046,hemorrhage,1,0.21052631578947367
CE,2011,O051,hemorrhage,2,0.42105263157894735
CE,2011,O061,hemorrhage,17,3.5789473684210527
CE,2011,O066,hemorrhage,2,0.42105263157894735
CE,2011,O081,hemorrhage,1,0.21052631578947367
CE,2011,O441,hemorrhage,113,23.789473684210527
CE,2011,O450,hemorrhage,13,2.736842105263158
CE,2011,O458,hemorrhage,39,8.210526315789474
CE,2011,O459,hemorrhage,194,40.8421052631579
CE,2011,O469,hemorrhage,4,0.8421052631578947
CE,2011,O694,hemorrhage,1,0.21052631578947367
CE,2011,O720,hemorrhage,3,0.631578947368421
CE,2011,O721,hemorrhage,21,4.421052631578948
CE,2011,O722,hemorrhage,11,2.3157894736842106
CE,2011,O11,hypertension,2,0.05707762557077625
CE,2011,O140,hypertension,262,7.4771689497716896
CE,2011,O141,hypertension,2624,74.88584474885845
CE,2011,O149,hypertension,441,12.585616438356164
CE,2011,O150,hypertension,83,2.3687214611872145
CE,2011,O151,hypertension,75,2.1404109589041096
CE,2011,O152,hypertension,11,0.3139269406392694
CE,2011,O159,hypertension,6,0.17123287671232876
CE,2012,O030,W,12,0.25806451612903225
CE,2012,O031,W,14,0.3010752688172043
CE,2012,O035,W,1,0.021505376344086023
CE,2012,O036,W,10,0.21505376344086022
CE,2012,O040,W,3,0.06451612903225806
CE,2012,O050,W,4,0.08602150537634409
CE,2012,O051,W,1,0.021505376344086023
CE,2012,O055,W,1,0.021505376344086023
CE,2012,O060,W,27,0.5806451612903226
CE,2012,O061,W,8,0.17204301075268819
CE,2012,O11,W,6,0.12903225806451613
CE,2012,O140,W,348,7.483870967741935
CE,2012,O141,W,2608,56.086021505376344
CE,2012,O149,W,553,11.89247311827957
CE,2012,O150,W,86,1.8494623655913978
CE,2012,O151,W,49,1.053763440860215
CE,2012,O152,W,16,0.34408602150537637
CE,2012,O159,W,8,0.17204301075268819
CE,2012,O411,W,2,0.043010752688172046
CE,2012,O441,W,96,2.064516129032258
CE,2012,O450,W,15,0.3225806451612903
CE,2012,O458,W,40,0.8602150537634409
CE,2012,O459,W,234,5.032258064516129
CE,2012,O469,W,8,0.17204301075268819
CE,2012,O710,W,2,0.043010752688172046
CE,2012,O720,W,2,0.043010752688172046
CE,2012,O721,W,16,0.34408602150537637
CE,2012,O722,W,7,0.15053763440860216
CE,2012,O85,W,174,3.7419354838709675
CE,2012,O860,W,219,4.709677419354839
CE,2012,O868,W,71,1.5268817204301075
CE,2012,O900,W,9,0.1935483870967742
CE,2012,O031,hemorrhage,14,3.104212860310421
CE,2012,O036,hemorrhage,10,2.2172949002217295
CE,2012,O051,hemorrhage,1,0.22172949002217296
CE,2012,O061,hemorrhage,8,1.7738359201773837
CE,2012,O441,hemorrhage,96,21.286031042128602
CE,2012,O450,hemorrhage,15,3.3259423503325944
CE,2012,O458,hemorrhage,40,8.869179600886918
CE,2012,O459,hemorrhage,234,51.88470066518847
CE,2012,O469,hemorrhage,8,1.7738359201773837
CE,2012,O720,hemorrhage,2,0.4434589800443459
CE,2012,O721,hemorrhage,16,3.5476718403547673
CE,2012,O722,hemorrhage,7,1.5521064301552105
CE,2012,O11,hypertension,6,0.1633097441480675
CE,2012,O140,hypertension,348,9.471965160587915
CE,2012,O141,hypertension,2608,70.98530212302667
CE,2012,O149,hypertension,553,15.051714752313554
CE,2012,O150,hypertension,86,2.340772999455634
CE,2012,O151,hypertension,49,1.3336962438758846
CE,2012,O152,hypertension,16,0.43549265106151336
CE,2012,O159,hypertension,8,0.21774632553075668
CE,2013,O030,W,51,0.9347507331378299
